Key,Value,Frequency
LatitudeW10,35.012005363,22
LatitudeW10,35.017752052,22
LatitudeW10,35.01962143,22
LatitudeW10,35.019265816,22
LatitudeW10,35.0213293,22
LatitudeW10,35.018415897,22
LatitudeW10,35.0174383,22
LatitudeW10,35.015257858,22
LatitudeW10,35.001508997,35
LatitudeW10,35.007377938,35
LatitudeW10,35.006702994,35
LatitudeW10,35.003972663,35
LatitudeW10,35.006205811,35
LatitudeW10,35.005022577,35
LatitudeW10,35.010322138,35
LatitudeW10,35.008841705,35
LatitudeW10,35.008494508,35
LatitudeW10,34.997392672,35
LatitudeW10,34.9915541,31
LatitudeW10,34.98790195,31
LatitudeW10,34.9887761,31
LatitudeW10,34.9899601,31
LatitudeW10,34.9937786,31
LatitudeW10,34.9935554,31
LatitudeW10,34.989137858,31
LatitudeW10,34.99470405,31
LatitudeW10,34.9950466,31
LatitudeW10,34.991740411,31
LatitudeW10,34.98709888,18
LatitudeW10,34.986851708,18
LatitudeW10,34.9843406,18
LatitudeW10,34.987529497,18
LatitudeW10,34.987115472,18
LatitudeW10,34.987594,18
LatitudeW10,34.986932,18
LatitudeW10,34.992306713,18
LatitudeW10,34.985871277,18
LatitudeW10,34.985901877,18
LatitudeW10,34.9827233,2
LatitudeW10,34.980916008,2
LatitudeW10,34.984629572,2
LatitudeW10,34.9793632,2
LatitudeW10,34.98233599,2
LatitudeW10,34.982774275,2
LatitudeW10,34.981810275,2
LatitudeW10,34.982388133,2
LatitudeW10,34.982685394,2
LatitudeW10,34.99123,2
LatitudeW10,35.200911502,14
LatitudeW10,35.144592033,14
LatitudeW10,35.182718627,14
LatitudeW10,35.156118,14
LatitudeW10,35.024845233,14
LatitudeW10,35.022925958,14
LatitudeW10,35.021937138,14
LatitudeW10,35.023112069,14
LatitudeW10,35.0310694,14
LatitudeW10,35.019087383,14
LatitudeW10,34.928329913,5
LatitudeW10,34.9594957,5
LatitudeW10,34.961265955,10
LatitudeW10,34.9347416,5
LatitudeW10,34.937003922,5
LatitudeW10,34.951336236,5
LatitudeW10,34.967184708,5
LatitudeW10,34.947655883,5
LatitudeW10,34.9364958,5
LatitudeW10,35.001833991,2
LatitudeW10,34.9689439,2
LatitudeW10,34.961680941,2
LatitudeW10,34.959286894,2
LatitudeW10,35.001659925,2
LatitudeW10,35.00672533,2
LatitudeW10,34.991638886,2
LatitudeW10,34.996704352,2
LatitudeW10,34.996001833,2
LatitudeW10,34.996228855,2
LatitudeW10,34.993581477,4
LatitudeW10,34.990428933,4
LatitudeW10,34.996542352,4
LatitudeW10,35.010221622,8
LatitudeW10,34.999978194,4
LatitudeW10,35.01144,4
LatitudeW10,35.009813341,4
LatitudeW10,34.979402055,4
LatitudeW10,34.990581675,4
LongitudeW10,135.741847788,9
LongitudeW10,135.758804511,9
LongitudeW10,135.742036663,9
LongitudeW10,135.758512863,9
LongitudeW10,135.75270778,9
LongitudeW10,135.762040625,9
LongitudeW10,135.743194877,9
LongitudeW10,135.731701477,9
LongitudeW10,135.73288,9
LongitudeW10,135.736914797,9
LongitudeW10,135.758665713,12
LongitudeW10,135.761604519,12
LongitudeW10,135.762343,12
LongitudeW10,135.7531635,12
LongitudeW10,135.751924686,12
LongitudeW10,135.761051733,12
LongitudeW10,135.767346,12
LongitudeW10,135.752719072,12
LongitudeW10,135.752204,12
LongitudeW10,135.768332,12
LongitudeW10,135.831517,22
LongitudeW10,135.789963097,22
LongitudeW10,135.782391438,22
LongitudeW10,135.778069508,22
LongitudeW10,135.787993561,22
LongitudeW10,135.780583119,22
LongitudeW10,135.789708,22
LongitudeW10,135.781630255,22
LongitudeW10,135.788779661,22
LongitudeW10,135.784135641,22
LongitudeW10,135.769504061,35
LongitudeW10,135.767742955,35
LongitudeW10,135.767518,35
LongitudeW10,135.767059791,35
LongitudeW10,135.767315255,35
LongitudeW10,135.767376394,35
LongitudeW10,135.768298372,35
LongitudeW10,135.767362397,35
LongitudeW10,135.766534711,35
LongitudeW10,135.767748813,35
LongitudeW10,135.772516,31
LongitudeW10,135.7736318,31
LongitudeW10,135.782245,31
LongitudeW10,135.773122,31
LongitudeW10,135.768388,31
LongitudeW10,135.774391,31
LongitudeW10,135.768351791,31
LongitudeW10,135.770826347,31
LongitudeW10,135.768553,31
LongitudeW10,135.769001636,31
LongitudeW10,135.751267405,18
LongitudeW10,135.753603333,18
LongitudeW10,135.732782688,18
LongitudeW10,135.759325063,18
LongitudeW10,135.744201288,18
LongitudeW10,135.747683,18
LongitudeW10,135.742795,18
LongitudeW10,135.743226255,18
LongitudeW10,135.757603041,18
LongitudeW10,135.76066943,18
LongitudeW10,135.747922,2
LongitudeW10,135.746717852,2
LongitudeW10,135.744948488,2
LongitudeW10,135.74262,2
LongitudeW10,135.749083028,2
LongitudeW10,135.75458393,2
LongitudeW10,135.736432427,2
LongitudeW10,135.749062113,2
LongitudeW10,135.754564491,2
LongitudeW10,135.75098,2
LongitudeW10,135.685350733,14
LongitudeW10,135.573809816,14
LongitudeW10,135.660792619,14
LongitudeW10,135.633177,14
LongitudeW10,135.722458083,14
LongitudeW10,135.721249872,14
LongitudeW10,135.719333372,14
LongitudeW10,135.722355333,14
LongitudeW10,135.713805927,14
LongitudeW10,135.716028119,14
LongitudeW10,135.760867955,5
LongitudeW10,135.777166,5
LongitudeW10,135.774948344,10
LongitudeW10,135.767513,5
LongitudeW10,135.760829316,5
LongitudeW10,135.771684469,5
LongitudeW10,135.773301425,5
LongitudeW10,135.767090361,5
LongitudeW10,135.781251,5
LongitudeW10,135.786816275,2
LongitudeW10,135.796004286,2
LongitudeW10,135.807494505,2
LongitudeW10,135.816526888,2
LongitudeW10,135.818763225,2
LongitudeW10,135.795309936,2
LongitudeW10,135.821943275,2
LongitudeW10,135.806800522,2
LongitudeW10,135.80968905,2
LongitudeW10,135.791477111,2
LongitudeW10,135.684942238,4
LongitudeW10,135.686003288,4
LongitudeW10,135.686053191,4
LongitudeW10,135.677042152,8
LongitudeW10,135.68508095,4
LongitudeW10,135.676738,4
LongitudeW10,135.681758555,4
LongitudeW10,135.69340258,4
LongitudeW10,135.702665683,4
Latitude,35021149,9
Latitude,35032317,9
Latitude,35023390,9
Latitude,35032375,9
Latitude,35032589,9
Latitude,35020678,9
Latitude,35020765,9
Latitude,35030575,9
Latitude,35030805,9
Latitude,35033290,9
Latitude,35010836,12
Latitude,35015983,12
Latitude,35014739,12
Latitude,35013710,12
Latitude,35015901,12
Latitude,35014800,12
Latitude,35011852,12
Latitude,35015100,12
Latitude,35015458,12
Latitude,35011693,12
Latitude,35064909,22
Latitude,35002041,22
Latitude,35003161,22
Latitude,35005230,22
Latitude,35005903,22
Latitude,35005775,22
Latitude,35010517,22
Latitude,35005469,22
Latitude,35005117,22
Latitude,35004332,22
Latitude,34595382,35
Latitude,35001495,35
Latitude,35001252,35
Latitude,35000269,35
Latitude,35001073,35
Latitude,35000647,35
Latitude,35002555,35
Latitude,35002022,35
Latitude,35001897,35
Latitude,34593900,35
Latitude,34591797,31
Latitude,34590483,31
Latitude,34590797,31
Latitude,34591224,31
Latitude,34592598,31
Latitude,34592518,31
Latitude,34590928,31
Latitude,34592932,31
Latitude,34593055,31
Latitude,34591865,31
Latitude,34590194,18
Latitude,34590105,18
Latitude,34585201,18
Latitude,34590349,18
Latitude,34590200,18
Latitude,34590372,18
Latitude,34590133,18
Latitude,34592069,18
Latitude,34585752,18
Latitude,34585763,18
Latitude,34584618,2
Latitude,34583968,2
Latitude,34585305,2
Latitude,34583408,2
Latitude,34584479,2
Latitude,34584637,2
Latitude,34584290,2
Latitude,34584498,2
Latitude,34584605,2
Latitude,34591681,2
Latitude,35115175,14
Latitude,35082898,14
Latitude,35104625,14
Latitude,35091047,14
Latitude,35011784,14
Latitude,35011093,14
Latitude,35010737,14
Latitude,35011160,14
Latitude,35014025,14
Latitude,35005711,14
Latitude,34553035,5
Latitude,34572255,5
Latitude,34572893,10
Latitude,34555343,5
Latitude,34560158,5
Latitude,34565318,5
Latitude,34575024,5
Latitude,34563993,5
Latitude,34555974,5
Latitude,34595499,2
Latitude,34575657,2
Latitude,34573042,2
Latitude,34572180,2
Latitude,34595436,2
Latitude,35001260,2
Latitude,34591828,2
Latitude,34593652,2
Latitude,34593399,2
Latitude,34593481,2
Latitude,34592528,4
Latitude,34591393,4
Latitude,34593594,4
Latitude,35002519,8
Latitude,34594831,4
Latitude,35002957,4
Latitude,35002372,4
Latitude,34583423,4
Latitude,34591448,4
Longitude,135444086,9
Longitude,135454191,9
Longitude,135444154,9
Longitude,135454086,9
Longitude,135451996,9
Longitude,135455356,9
Longitude,135444571,9
Longitude,135440433,9
Longitude,135440857,9
Longitude,135442310,9
Longitude,135454141,12
Longitude,135455199,12
Longitude,135455464,12
Longitude,135452160,12
Longitude,135451714,12
Longitude,135455000,12
Longitude,135461266,12
Longitude,135452000,12
Longitude,135451814,12
Longitude,135461621,12
Longitude,135500370,22
Longitude,135473409,22
Longitude,135470683,22
Longitude,135465127,22
Longitude,135472700,22
Longitude,135470032,22
Longitude,135473317,22
Longitude,135470409,22
Longitude,135472983,22
Longitude,135471311,22
Longitude,135462043,35
Longitude,135461409,35
Longitude,135461328,35
Longitude,135461163,35
Longitude,135461255,35
Longitude,135461277,35
Longitude,135461609,35
Longitude,135461272,35
Longitude,135460974,35
Longitude,135461411,35
Longitude,135463127,31
Longitude,135463529,31
Longitude,135470630,31
Longitude,135463345,31
Longitude,135461641,31
Longitude,135463802,31
Longitude,135461628,31
Longitude,135462519,31
Longitude,135461700,31
Longitude,135461862,31
Longitude,135451477,18
Longitude,135452318,18
Longitude,135440822,18
Longitude,135454378,18
Longitude,135444933,18
Longitude,135450186,18
Longitude,135444426,18
Longitude,135444582,18
Longitude,135453758,18
Longitude,135454862,18
Longitude,135450272,2
Longitude,135445839,2
Longitude,135445202,2
Longitude,135444363,2
Longitude,135450690,2
Longitude,135452671,2
Longitude,135442136,2
Longitude,135450683,2
Longitude,135452664,2
Longitude,135451373,2
Longitude,135411746,14
Longitude,135343588,14
Longitude,135394904,14
Longitude,135380961,14
Longitude,135433105,14
Longitude,135432670,14
Longitude,135431980,14
Longitude,135433068,14
Longitude,135425990,14
Longitude,135430790,14
Longitude,135454934,5
Longitude,135464801,5
Longitude,135464003,10
Longitude,135461326,5
Longitude,135454920,5
Longitude,135462828,5
Longitude,135463410,5
Longitude,135461174,5
Longitude,135470272,5
Longitude,135472276,2
Longitude,135475584,2
Longitude,135483721,2
Longitude,135490973,2
Longitude,135491778,2
Longitude,135475334,2
Longitude,135492923,2
Longitude,135483471,2
Longitude,135484511,2
Longitude,135473954,2
Longitude,135411598,4
Longitude,135411980,4
Longitude,135411998,4
Longitude,135404754,8
Longitude,135411648,4
Longitude,135404644,4
Longitude,135410452,4
Longitude,135414644,4
Longitude,135421979,4
Summary,京の市街地、特に西陣一帯が見渡せる景勝地。東西200m、南北100mのなだらかな丘陵で、平安時代からその美しさが京の人々に愛されてきた。清少納言も「岡は船岡」と讃えている。応仁の乱では西軍の山名宗全が城砦を築き、戦いの場にもなった。現在は遊歩道が延び、船岡山公園として京都市民の憩いの場になっている。,9
Summary,上賀茂神社の摂社。芸能・長寿の神様として信仰が厚い。参道東側の池には、天然記念物の野生のカキツバタが群生する。一帯は古くから「大田ノ沢」と呼ばれており、艶やかな紫色の花は、平安時代の歌人・藤原俊成の歌にも詠まれている。見ごろは5月初旬～中旬。,9
Summary,疫病鎮めの神様として知られる。平安遷都後に疫病が流行したため、朝廷は神輿を船岡山に安置して疫神鎮静を図り、長保3年(1001)にはこの地に神殿を造営し新しい社との意味で今宮と号した。現社殿は明治時代の再建。毎年4月第2日曜には、疫神社の疫神を鎮める「やすらい祭」が営まれる。鬼を従えた行列が「やすらい花や」と囃しながら踊る。行列の中心は季節の花で飾られた風流傘、この傘の下に入れば1年間病気をしないといわれる。,9
Summary,上賀茂神社の境外摂社で、日本神話に登場する天鈿女命を祭神とする。国の天然記念物に指定されるカキツバタの名所で、その美しさは平安時代の歌人・藤原俊成の歌にも詠まれたほど。,9
Summary,京都三大祭の一つ「葵祭」で知られる京都の最古の社。およそ2600年前、本殿の背後に位置する秀峰・神山に降臨した賀茂別雷大神を祀ったことが始まり。天武天皇の御代白鳳6年(678)に山背国により賀茂神宮が造営され、現在まで殆ど変容することのない社殿の基が築かれた。平安京遷都後は皇城鎮護の神として、全国の神社の中でも伊勢の神宮に次ぐ官幣大社の筆頭に列せられた。23万坪の境内全域が世界文化遺産。本殿・権殿は国宝、そのほか41棟が国指定重要文化財。,9
Summary,後水尾法皇が命名され、勅号「閑臥庵」として知られる黄檗禅宗の寺。貴船の奥の院にあった鎮宅霊符神[ちんたくれいふしん]を祀る。この神は陰陽師安倍晴明が開眼したとされ、方除・厄除の霊神とされる。各個室からは四季折々の庭園が眺められ、黄檗宗伝来の精進料理「普茶料理」が味わえる。夜は本堂や庭園がライトアップされ、静寂と陰影の広がる空間はとても幻想的。テーブル席で2名から要予約。昼コース6050円～、夜コース9680円～。拝観料500円、抹茶(京菓子付き)500円。,9
Summary,織田信長の偉勲をたたえて明治天皇が創建した神社。信長が初めて入洛したという10月19日には、船岡祭が催される。京都市街や東山三十六峰の絶景を見晴らす小丘の頂上に鎮座。まさに別天地。信長公所用の胴丸具足、信長公記、義元左文字の刃剣などの重要文化財がある。,9
Summary,開祖は臨済宗大徳寺の徹翁国師。元禄7年(1694)に卍山禅師が住持し、曹洞宗に改宗。本堂には「血天井」と呼ばれる伏見城の戦いを今に伝える伏見桃山城の遺構や、「悟りの窓」「迷いの窓」があり、北山を借景にした庭園を望むことができる。本堂内に霊芝観世音菩薩を祀る。紅葉時期は駐車場利用禁止。駐車場に関しては要問合せ。,9
Summary,元和2年(1616)、日蓮宗の日乾上人[にちけんしょうにん]が本阿弥光悦の発願で創建した。数百人の学僧が学ぶ鷹峰檀林として栄えた。今は江戸前期の名妓・吉野太夫ゆかりの寺としても知られる。吉野太夫は諸芸に秀でた名妓で、「吉野門」と呼ばれる山門は太夫が寄進したもの。境内には、太夫を偲んで植えられた吉野桜や、太夫の墓があり、太夫の夫である豪商、灰屋紹益[じょうえき]との比翼塚がある。桜約120本、紅葉200～300本程あり、四季を通じてさまざまな花が咲く花の寺としても有名だ。,9
Summary,五山の送り火の一つがある船山の麓に佇む。鎌倉時代に創建され、伏見城の遺構である本堂・方丈(重要文化財)には狩野山楽の襖絵(重要文化財)や、血天井の廊下がある。庭は比叡山を借景とする見事な枯山水。,9
Summary,京都御所の西側、蛤御門の向かいに位置し、平安遷都に尽力した和気清麻呂公を祀る。かつて清麻呂公の災難を助けたというエピソードから、狛犬に替わって「狛イノシシ」が拝殿前に置かれている。,12
Summary,平安遷都にあたり、悲運の死を遂げた早良親王[さわらしんのう]の御霊を鎮めるため、桓武天皇が興したと伝わる。のちに、いずれも無念の死を遂げた井上内親王、他戸[おさべ]親王、藤原吉子ら6人と、火雷神を合祀、八所御霊[はっしょごりょう]とした。西の楼門をくぐると拝殿の奥に本殿が立ち、境内には応仁の乱発祥地の碑もある。心しずめのお社として知られている。,12
Summary,足利義満が明徳3年(1392)に創建。夢窓疎石を開山とし京都五山の第2位となった。創建当時は境内北の上御霊神社のあたりまで広がっていたが、応仁・文明の乱のほか度重なる火災や戦乱で焼失と復興を繰りかえした。現在、重要文化財に指定されている法堂も4度の焼失を経て、慶長10年(1605)豊臣秀頼の寄進をうけ5度目に再建された建物。現存最古の法堂の天井には狩野光信筆『蟠龍図』が描かれ、決まった場所で手を打つと共鳴音が響くことから『鳴き龍』として知られている。春(3月24日～6月4日)と秋(9月25日～12月15日)の2回の特別拝観時、春には法堂、方丈、浴室、秋には法堂、方丈、開山堂を見学できる。,12
